	Systematic.name	cluster	cluster.size
gi|319430703|ref|NZ_GL622333.1|:c12211-11591	gi|319430703|ref|NZ_GL622333.1|:c12211-11591	1	535
gi|309807362|ref|NZ_AEHQ01000002.1|:c1361-15	gi|309807362|ref|NZ_AEHQ01000002.1|:c1361-15	1	535
gi|319430703|ref|NZ_GL622333.1|:c97102-95996	gi|319430703|ref|NZ_GL622333.1|:c97102-95996	1	535
gi|319430703|ref|NZ_GL622333.1|:c672521-671601	gi|319430703|ref|NZ_GL622333.1|:c672521-671601	1	535
gi|319430703|ref|NZ_GL622333.1|:c47509-46589	gi|319430703|ref|NZ_GL622333.1|:c47509-46589	1	535
gi|319430703|ref|NZ_GL622333.1|:c16403-14043	gi|319430703|ref|NZ_GL622333.1|:c16403-14043	1	535
gi|309807777|ref|NZ_AEHQ01000036.1|:80957-81253	gi|309807777|ref|NZ_AEHQ01000036.1|:80957-81253	1	535
gi|309805463|ref|NZ_AEHO01000027.1|:c84255-83224	gi|309805463|ref|NZ_AEHO01000027.1|:c84255-83224	1	535
gi|309807777|ref|NZ_AEHQ01000036.1|:72867-73709	gi|309807777|ref|NZ_AEHQ01000036.1|:72867-73709	1	535
gi|329920066|ref|NZ_AEXP01000014.1|:c9977-8853	gi|329920066|ref|NZ_AEXP01000014.1|:c9977-8853	1	535
LINAB1_0465|LINAB1_0465|conserved	LINAB1_0465|LINAB1_0465|conserved	1	535
gi|312873200|ref|NZ_AEKI01000002.1|:c55878-54880	gi|312873200|ref|NZ_AEKI01000002.1|:c55878-54880	1	535
gi|319430703|ref|NZ_GL622333.1|:c224868-224167	gi|319430703|ref|NZ_GL622333.1|:c224868-224167	1	535
gi|319430703|ref|NZ_GL622333.1|:c581001-580474	gi|319430703|ref|NZ_GL622333.1|:c581001-580474	1	535
LINAB1_0438|LINAB1_0438|Exodeoxyribonuclease	LINAB1_0438|LINAB1_0438|Exodeoxyribonuclease	1	535
gi|319430703|ref|NZ_GL622333.1|:c928210-927272	gi|319430703|ref|NZ_GL622333.1|:c928210-927272	1	535
gi|309807218|ref|NZ_AEHP01000064.1|:6229-7296	gi|309807218|ref|NZ_AEHP01000064.1|:6229-7296	1	535
gi|319430703|ref|NZ_GL622333.1|:368090-369019	gi|319430703|ref|NZ_GL622333.1|:368090-369019	1	535
gi|309808726|ref|NZ_AEHQ01000082.1|:c58656-56530	gi|309808726|ref|NZ_AEHQ01000082.1|:c58656-56530	1	535
gi|319430703|ref|NZ_GL622333.1|:415159-416415	gi|319430703|ref|NZ_GL622333.1|:415159-416415	1	535
gi|319430703|ref|NZ_GL622333.1|:1173141-1173386	gi|319430703|ref|NZ_GL622333.1|:1173141-1173386	1	535
gi|319430703|ref|NZ_GL622333.1|:c1169608-1169237	gi|319430703|ref|NZ_GL622333.1|:c1169608-1169237	1	535
gi|319430703|ref|NZ_GL622333.1|:1222540-1223973	gi|319430703|ref|NZ_GL622333.1|:1222540-1223973	1	535
gi|319430703|ref|NZ_GL622333.1|:c88700-88101	gi|319430703|ref|NZ_GL622333.1|:c88700-88101	1	535
gi|319430703|ref|NZ_GL622333.1|:301615-302091	gi|319430703|ref|NZ_GL622333.1|:301615-302091	1	535
gi|319430703|ref|NZ_GL622333.1|:359548-359955	gi|319430703|ref|NZ_GL622333.1|:359548-359955	1	535
gi|309804826|ref|NZ_AEHO01000010.1|:c23750-21969	gi|309804826|ref|NZ_AEHO01000010.1|:c23750-21969	1	535
gi|319430703|ref|NZ_GL622333.1|:363687-364688	gi|319430703|ref|NZ_GL622333.1|:363687-364688	1	535
gi|319430703|ref|NZ_GL622333.1|:c208157-207558	gi|319430703|ref|NZ_GL622333.1|:c208157-207558	1	535
gi|309803802|ref|NZ_AEHN01000015.1|:c30688-29432	gi|309803802|ref|NZ_AEHN01000015.1|:c30688-29432	1	535
gi|309806244|ref|NZ_AEHP01000023.1|:c7309-6623	gi|309806244|ref|NZ_AEHP01000023.1|:c7309-6623	1	535
gi|259048385|ref|NZ_GG700811.1|:c238081-237395	gi|259048385|ref|NZ_GG700811.1|:c238081-237395	1	535
gi|309808323|ref|NZ_AEHQ01000065.1|:c27371-26589	gi|309808323|ref|NZ_AEHQ01000065.1|:c27371-26589	1	535
gi|319430703|ref|NZ_GL622333.1|:446268-446795	gi|319430703|ref|NZ_GL622333.1|:446268-446795	1	535
gi|319430703|ref|NZ_GL622333.1|:446859-447815	gi|319430703|ref|NZ_GL622333.1|:446859-447815	1	535
gi|319430703|ref|NZ_GL622333.1|:489506-490465	gi|319430703|ref|NZ_GL622333.1|:489506-490465	1	535
gi|319430703|ref|NZ_GL622333.1|:c175308-174103	gi|319430703|ref|NZ_GL622333.1|:c175308-174103	1	535
gi|319430703|ref|NZ_GL622333.1|:c644290-643661	gi|319430703|ref|NZ_GL622333.1|:c644290-643661	1	535
gi|319430703|ref|NZ_GL622333.1|:c1127913-1127263	gi|319430703|ref|NZ_GL622333.1|:c1127913-1127263	1	535
gi|319430703|ref|NZ_GL622333.1|:c927257-926424	gi|319430703|ref|NZ_GL622333.1|:c927257-926424	1	535
gi|309806064|ref|NZ_AEHP01000015.1|:c8735-7791	gi|309806064|ref|NZ_AEHP01000015.1|:c8735-7791	1	535
gi|319430703|ref|NZ_GL622333.1|:c656019-655552	gi|319430703|ref|NZ_GL622333.1|:c656019-655552	1	535
gi|319430703|ref|NZ_GL622333.1|:397091-398770	gi|319430703|ref|NZ_GL622333.1|:397091-398770	1	535
gi|319430703|ref|NZ_GL622333.1|:412317-413042	gi|319430703|ref|NZ_GL622333.1|:412317-413042	1	535
LINAB1_0918|LINAB1_0918|peptide	LINAB1_0918|LINAB1_0918|peptide	1	535
gi|309806041|ref|NZ_AEHP01000013.1|:5285-6092	gi|309806041|ref|NZ_AEHP01000013.1|:5285-6092	1	535
gi|319430703|ref|NZ_GL622333.1|:c906643-905345	gi|319430703|ref|NZ_GL622333.1|:c906643-905345	1	535
gi|319430703|ref|NZ_GL622333.1|:1182359-1182814	gi|319430703|ref|NZ_GL622333.1|:1182359-1182814	1	535
gi|319430703|ref|NZ_GL622333.1|:c1066238-1065930	gi|319430703|ref|NZ_GL622333.1|:c1066238-1065930	1	535
gi|319430703|ref|NZ_GL622333.1|:c717985-717041	gi|319430703|ref|NZ_GL622333.1|:c717985-717041	1	535
gi|312873919|ref|NZ_AEKI01000022.1|:c22248-21550	gi|312873919|ref|NZ_AEKI01000022.1|:c22248-21550	1	535
gi|312873553|ref|NZ_AEKI01000011.1|:c95110-93953	gi|312873553|ref|NZ_AEKI01000011.1|:c95110-93953	1	535
gi|319430703|ref|NZ_GL622333.1|:c162032-159747	gi|319430703|ref|NZ_GL622333.1|:c162032-159747	1	535
gi|319430703|ref|NZ_GL622333.1|:371360-372037	gi|319430703|ref|NZ_GL622333.1|:371360-372037	1	535
gi|309805575|ref|NZ_AEHO01000029.1|:5778-7631	gi|309805575|ref|NZ_AEHO01000029.1|:5778-7631	1	535
gi|309808049|ref|NZ_AEHQ01000050.1|:c44524-43784	gi|309808049|ref|NZ_AEHQ01000050.1|:c44524-43784	1	535
gi|319430703|ref|NZ_GL622333.1|:c1149749-1149015	gi|319430703|ref|NZ_GL622333.1|:c1149749-1149015	1	535
gi|309808793|ref|NZ_AEHQ01000083.1|:c6087-4669	gi|309808793|ref|NZ_AEHQ01000083.1|:c6087-4669	1	535
gi|309806952|ref|NZ_AEHP01000054.1|:c67326-66529	gi|309806952|ref|NZ_AEHP01000054.1|:c67326-66529	1	535
gi|319430703|ref|NZ_GL622333.1|:401574-402290	gi|319430703|ref|NZ_GL622333.1|:401574-402290	1	535
gi|309808396|ref|NZ_AEHQ01000069.1|:c45043-44261	gi|309808396|ref|NZ_AEHQ01000069.1|:c45043-44261	1	535
gi|309805817|ref|NZ_AEHP01000001.1|:c1155-1	gi|309805817|ref|NZ_AEHP01000001.1|:c1155-1	1	535
gi|325912190|ref|NZ_AEXJ01000017.1|:104283-105113	gi|325912190|ref|NZ_AEXJ01000017.1|:104283-105113	1	535
gi|319430703|ref|NZ_GL622333.1|:413615-414334	gi|319430703|ref|NZ_GL622333.1|:413615-414334	1	535
gi|309807395|ref|NZ_AEHQ01000005.1|:c10413-8515	gi|309807395|ref|NZ_AEHQ01000005.1|:c10413-8515	1	535
gi|309806613|ref|NZ_AEHP01000040.1|:c24765-23986	gi|309806613|ref|NZ_AEHP01000040.1|:c24765-23986	1	535
gi|319430703|ref|NZ_GL622333.1|:1179440-1179895	gi|319430703|ref|NZ_GL622333.1|:1179440-1179895	1	535
gi|312873915|ref|NZ_AEKI01000021.1|:c2990-2043	gi|312873915|ref|NZ_AEKI01000021.1|:c2990-2043	1	535
gi|312873823|ref|NZ_AEKI01000015.1|:c23517-22522	gi|312873823|ref|NZ_AEKI01000015.1|:c23517-22522	1	535
gi|319430703|ref|NZ_GL622333.1|:c1057675-1057235	gi|319430703|ref|NZ_GL622333.1|:c1057675-1057235	1	535
gi|319430703|ref|NZ_GL622333.1|:967675-969747	gi|319430703|ref|NZ_GL622333.1|:967675-969747	1	535
gi|319430703|ref|NZ_GL622333.1|:414352-415149	gi|319430703|ref|NZ_GL622333.1|:414352-415149	1	535
gi|319430703|ref|NZ_GL622333.1|:c907449-906694	gi|319430703|ref|NZ_GL622333.1|:c907449-906694	1	535
gi|319430703|ref|NZ_GL622333.1|:c1030332-1029889	gi|319430703|ref|NZ_GL622333.1|:c1030332-1029889	1	535
gi|319430703|ref|NZ_GL622333.1|:c456170-455616	gi|319430703|ref|NZ_GL622333.1|:c456170-455616	1	535
gi|309807678|ref|NZ_AEHQ01000029.1|:c7734-6115	gi|309807678|ref|NZ_AEHQ01000029.1|:c7734-6115	1	535
gi|309808128|ref|NZ_AEHQ01000056.1|:c1183-17	gi|309808128|ref|NZ_AEHQ01000056.1|:c1183-17	1	535
gi|319430703|ref|NZ_GL622333.1|:c27517-26933	gi|319430703|ref|NZ_GL622333.1|:c27517-26933	1	535
gi|309807777|ref|NZ_AEHQ01000036.1|:c34219-33059	gi|309807777|ref|NZ_AEHQ01000036.1|:c34219-33059	1	535
gi|319430703|ref|NZ_GL622333.1|:c1053041-1052658	gi|319430703|ref|NZ_GL622333.1|:c1053041-1052658	1	535
gi|309806613|ref|NZ_AEHP01000040.1|:c58373-57567	gi|309806613|ref|NZ_AEHP01000040.1|:c58373-57567	1	535
gi|319430703|ref|NZ_GL622333.1|:495252-495818	gi|319430703|ref|NZ_GL622333.1|:495252-495818	1	535
gi|309808793|ref|NZ_AEHQ01000083.1|:c15276-13939	gi|309808793|ref|NZ_AEHQ01000083.1|:c15276-13939	1	535
gi|319430703|ref|NZ_GL622333.1|:c162905-162036	gi|319430703|ref|NZ_GL622333.1|:c162905-162036	1	535
gi|319430703|ref|NZ_GL622333.1|:c581960-580998	gi|319430703|ref|NZ_GL622333.1|:c581960-580998	1	535
gi|309807777|ref|NZ_AEHQ01000036.1|:c70049-68628	gi|309807777|ref|NZ_AEHQ01000036.1|:c70049-68628	1	535
gi|319430703|ref|NZ_GL622333.1|:c83059-82013	gi|319430703|ref|NZ_GL622333.1|:c83059-82013	1	535
gi|319430703|ref|NZ_GL622333.1|:335611-336612	gi|319430703|ref|NZ_GL622333.1|:335611-336612	1	535
gi|319430703|ref|NZ_GL622333.1|:c320284-319049	gi|319430703|ref|NZ_GL622333.1|:c320284-319049	1	535
gi|319430703|ref|NZ_GL622333.1|:c505954-505022	gi|319430703|ref|NZ_GL622333.1|:c505954-505022	1	535
gi|309805817|ref|NZ_AEHP01000001.1|:c8305-6572	gi|309805817|ref|NZ_AEHP01000001.1|:c8305-6572	1	535
gi|319430703|ref|NZ_GL622333.1|:382246-382809	gi|319430703|ref|NZ_GL622333.1|:382246-382809	1	535
gi|312874322|ref|NZ_AEKI01000027.1|:7062-7868	gi|312874322|ref|NZ_AEKI01000027.1|:7062-7868	1	535
gi|319430703|ref|NZ_GL622333.1|:392507-392908	gi|319430703|ref|NZ_GL622333.1|:392507-392908	1	535
gi|319430703|ref|NZ_GL622333.1|:318246-318977	gi|319430703|ref|NZ_GL622333.1|:318246-318977	1	535
gi|319430703|ref|NZ_GL622333.1|:c91484-91008	gi|319430703|ref|NZ_GL622333.1|:c91484-91008	1	535
gi|309807395|ref|NZ_AEHQ01000005.1|:c19629-18463	gi|309807395|ref|NZ_AEHQ01000005.1|:c19629-18463	1	535
gi|309805974|ref|NZ_AEHP01000010.1|:29908-30690	gi|309805974|ref|NZ_AEHP01000010.1|:29908-30690	1	535
gi|259048375|ref|NZ_GG700801.1|:c26847-25882	gi|259048375|ref|NZ_GG700801.1|:c26847-25882	1	535
gi|309805287|ref|NZ_AEHO01000021.1|:7575-8744	gi|309805287|ref|NZ_AEHO01000021.1|:7575-8744	1	535
gi|319430703|ref|NZ_GL622333.1|:c763535-762942	gi|319430703|ref|NZ_GL622333.1|:c763535-762942	1	535
gi|309805904|ref|NZ_AEHP01000004.1|:c13752-12751	gi|309805904|ref|NZ_AEHP01000004.1|:c13752-12751	1	535
gi|309803941|ref|NZ_AEHN01000017.1|:24308-25156	gi|309803941|ref|NZ_AEHN01000017.1|:24308-25156	1	535
gi|309808396|ref|NZ_AEHQ01000069.1|:c67557-65914	gi|309808396|ref|NZ_AEHQ01000069.1|:c67557-65914	1	535
gi|319430703|ref|NZ_GL622333.1|:c677420-676854	gi|319430703|ref|NZ_GL622333.1|:c677420-676854	1	535
gi|319430703|ref|NZ_GL622333.1|:c1025342-1024650	gi|319430703|ref|NZ_GL622333.1|:c1025342-1024650	1	535
gi|259048379|ref|NZ_GG700805.1|:396582-397697	gi|259048379|ref|NZ_GG700805.1|:396582-397697	1	535
gi|319430703|ref|NZ_GL622333.1|:c657442-656612	gi|319430703|ref|NZ_GL622333.1|:c657442-656612	1	535
gi|309808323|ref|NZ_AEHQ01000065.1|:c23379-22627	gi|309808323|ref|NZ_AEHQ01000065.1|:c23379-22627	1	535
gi|319430703|ref|NZ_GL622333.1|:c643048-642704	gi|319430703|ref|NZ_GL622333.1|:c643048-642704	1	535
LINAB1_0261|LINAB1_0261|ribosomal	LINAB1_0261|LINAB1_0261|ribosomal	1	535
gi|319430703|ref|NZ_GL622333.1|:c152055-150832	gi|319430703|ref|NZ_GL622333.1|:c152055-150832	1	535
gi|309807876|ref|NZ_AEHQ01000037.1|:c22888-22112	gi|309807876|ref|NZ_AEHQ01000037.1|:c22888-22112	1	535
gi|319430703|ref|NZ_GL622333.1|:c268284-267331	gi|319430703|ref|NZ_GL622333.1|:c268284-267331	1	535
LINAB1_0511|LINAB1_0511|GTPase|[333637:334243]	LINAB1_0511|LINAB1_0511|GTPase|[333637:334243]	1	535
gi|319430703|ref|NZ_GL622333.1|:c78503-77757	gi|319430703|ref|NZ_GL622333.1|:c78503-77757	1	535
gi|309808691|ref|NZ_AEHQ01000078.1|:c8374-7631	gi|309808691|ref|NZ_AEHQ01000078.1|:c8374-7631	1	535
gi|309806244|ref|NZ_AEHP01000023.1|:c1172-183	gi|309806244|ref|NZ_AEHP01000023.1|:c1172-183	1	535
LINAB1_0124|LINAB1_0124|pantothenate	LINAB1_0124|LINAB1_0124|pantothenate	1	535
gi|319430703|ref|NZ_GL622333.1|:c1058793-1058434	gi|319430703|ref|NZ_GL622333.1|:c1058793-1058434	1	535
gi|319430703|ref|NZ_GL622333.1|:c856978-855635	gi|319430703|ref|NZ_GL622333.1|:c856978-855635	1	535
gi|319430703|ref|NZ_GL622333.1|:c640890-640165	gi|319430703|ref|NZ_GL622333.1|:c640890-640165	1	535
gi|319430703|ref|NZ_GL622333.1|:c721302-720676	gi|319430703|ref|NZ_GL622333.1|:c721302-720676	1	535
gi|319430703|ref|NZ_GL622333.1|:c1049999-1049217	gi|319430703|ref|NZ_GL622333.1|:c1049999-1049217	1	535
gi|319430703|ref|NZ_GL622333.1|:c13014-12229	gi|319430703|ref|NZ_GL622333.1|:c13014-12229	1	535
LINAB1_0692|LINAB1_0692|methionine	LINAB1_0692|LINAB1_0692|methionine	1	535
gi|319430703|ref|NZ_GL622333.1|:c1034808-1033429	gi|319430703|ref|NZ_GL622333.1|:c1034808-1033429	1	535
gi|309808596|ref|NZ_AEHQ01000076.1|:35828-37096	gi|309808596|ref|NZ_AEHQ01000076.1|:35828-37096	1	535
LINAB1_0408|LINAB1_0408|ABC	LINAB1_0408|LINAB1_0408|ABC	1	535
gi|319430703|ref|NZ_GL622333.1|:c1071693-1071130	gi|319430703|ref|NZ_GL622333.1|:c1071693-1071130	1	535
gi|312873919|ref|NZ_AEKI01000022.1|:c48124-46835	gi|312873919|ref|NZ_AEKI01000022.1|:c48124-46835	1	535
gi|309804430|ref|NZ_AEHO01000004.1|:c6449-5703	gi|309804430|ref|NZ_AEHO01000004.1|:c6449-5703	1	535
gi|319430703|ref|NZ_GL622333.1|:300638-301618	gi|319430703|ref|NZ_GL622333.1|:300638-301618	1	535
gi|319430703|ref|NZ_GL622333.1|:c631404-630880	gi|319430703|ref|NZ_GL622333.1|:c631404-630880	1	535
gi|319430703|ref|NZ_GL622333.1|:c237621-236902	gi|319430703|ref|NZ_GL622333.1|:c237621-236902	1	535
gi|319430703|ref|NZ_GL622333.1|:c44921-43644	gi|319430703|ref|NZ_GL622333.1|:c44921-43644	1	535
gi|319430703|ref|NZ_GL622333.1|:c85924-85070	gi|319430703|ref|NZ_GL622333.1|:c85924-85070	1	535
gi|319430703|ref|NZ_GL622333.1|:c1099821-1097872	gi|319430703|ref|NZ_GL622333.1|:c1099821-1097872	1	535
gi|319430703|ref|NZ_GL622333.1|:c1060800-1060558	gi|319430703|ref|NZ_GL622333.1|:c1060800-1060558	1	535
gi|309804541|ref|NZ_AEHO01000007.1|:c37831-37085	gi|309804541|ref|NZ_AEHO01000007.1|:c37831-37085	1	535
gi|312874322|ref|NZ_AEKI01000027.1|:48647-49678	gi|312874322|ref|NZ_AEKI01000027.1|:48647-49678	1	535
gi|312875529|ref|NZ_AEKH01000028.1|:c161053-160172	gi|312875529|ref|NZ_AEKH01000028.1|:c161053-160172	1	535
LINAB1_1040|LINAB1_1040|CDF	LINAB1_1040|LINAB1_1040|CDF	1	535
gi|309807710|ref|NZ_AEHQ01000031.1|:c1454-624	gi|309807710|ref|NZ_AEHQ01000031.1|:c1454-624	1	535
gi|319430703|ref|NZ_GL622333.1|:c636025-634976	gi|319430703|ref|NZ_GL622333.1|:c636025-634976	1	535
gi|319430703|ref|NZ_GL622333.1|:c292142-291153	gi|319430703|ref|NZ_GL622333.1|:c292142-291153	1	535
gi|319430703|ref|NZ_GL622333.1|:438132-439973	gi|319430703|ref|NZ_GL622333.1|:438132-439973	1	535
gi|319430703|ref|NZ_GL622333.1|:303785-304891	gi|319430703|ref|NZ_GL622333.1|:303785-304891	1	535
gi|319430703|ref|NZ_GL622333.1|:c1121769-1121371	gi|319430703|ref|NZ_GL622333.1|:c1121769-1121371	1	535
gi|319430703|ref|NZ_GL622333.1|:c25390-23942	gi|319430703|ref|NZ_GL622333.1|:c25390-23942	1	535
gi|312873823|ref|NZ_AEKI01000015.1|:c35688-34969	gi|312873823|ref|NZ_AEKI01000015.1|:c35688-34969	1	535
gi|319430703|ref|NZ_GL622333.1|:c940271-939693	gi|319430703|ref|NZ_GL622333.1|:c940271-939693	1	535
gi|319430703|ref|NZ_GL622333.1|:c582423-581980	gi|319430703|ref|NZ_GL622333.1|:c582423-581980	1	535
gi|319430703|ref|NZ_GL622333.1|:c1063164-1062811	gi|319430703|ref|NZ_GL622333.1|:c1063164-1062811	1	535
gi|309807899|ref|NZ_AEHQ01000038.1|:3607-5220	gi|309807899|ref|NZ_AEHQ01000038.1|:3607-5220	1	535
gi|309810145|ref|NZ_AEHR01000030.1|:c33589-32297	gi|309810145|ref|NZ_AEHR01000030.1|:c33589-32297	1	535
gi|319430703|ref|NZ_GL622333.1|:c573743-572595	gi|319430703|ref|NZ_GL622333.1|:c573743-572595	1	535
gi|319430703|ref|NZ_GL622333.1|:c1135697-1135050	gi|319430703|ref|NZ_GL622333.1|:c1135697-1135050	1	535
gi|319430703|ref|NZ_GL622333.1|:400735-401007	gi|319430703|ref|NZ_GL622333.1|:400735-401007	1	535
gi|312873919|ref|NZ_AEKI01000022.1|:c84112-83054	gi|312873919|ref|NZ_AEKI01000022.1|:c84112-83054	1	535
gi|319430703|ref|NZ_GL622333.1|:354967-356055	gi|319430703|ref|NZ_GL622333.1|:354967-356055	1	535
gi|309808323|ref|NZ_AEHQ01000065.1|:c18931-17405	gi|309808323|ref|NZ_AEHQ01000065.1|:c18931-17405	1	535
gi|319430703|ref|NZ_GL622333.1|:424143-424439	gi|319430703|ref|NZ_GL622333.1|:424143-424439	1	535
gi|319430703|ref|NZ_GL622333.1|:c43644-42562	gi|319430703|ref|NZ_GL622333.1|:c43644-42562	1	535
gi|319430703|ref|NZ_GL622333.1|:c741675-739036	gi|319430703|ref|NZ_GL622333.1|:c741675-739036	1	535
gi|312874128|ref|NZ_AEKI01000024.1|:c97494-96559	gi|312874128|ref|NZ_AEKI01000024.1|:c97494-96559	1	535
gi|309805686|ref|NZ_AEHO01000032.1|:c41320-40217	gi|309805686|ref|NZ_AEHO01000032.1|:c41320-40217	1	535
gi|312873706|ref|NZ_AEKI01000013.1|:c50331-47164	gi|312873706|ref|NZ_AEKI01000013.1|:c50331-47164	1	535
LINAB1_0982|LINAB1_0982|DEAD	LINAB1_0982|LINAB1_0982|DEAD	1	535
gi|319430703|ref|NZ_GL622333.1|:c45862-44921	gi|319430703|ref|NZ_GL622333.1|:c45862-44921	1	535
gi|319430703|ref|NZ_GL622333.1|:c1057891-1057706	gi|319430703|ref|NZ_GL622333.1|:c1057891-1057706	1	535
gi|309806380|ref|NZ_AEHP01000024.1|:12882-13907	gi|309806380|ref|NZ_AEHP01000024.1|:12882-13907	1	535
gi|309808571|ref|NZ_AEHQ01000074.1|:c4543-2066	gi|309808571|ref|NZ_AEHQ01000074.1|:c4543-2066	1	535
gi|319430703|ref|NZ_GL622333.1|:469730-470920	gi|319430703|ref|NZ_GL622333.1|:469730-470920	1	535
gi|309807907|ref|NZ_AEHQ01000039.1|:23574-24431	gi|309807907|ref|NZ_AEHQ01000039.1|:23574-24431	1	535
gi|319430703|ref|NZ_GL622333.1|:c973363-972575	gi|319430703|ref|NZ_GL622333.1|:c973363-972575	1	535
gi|312874006|ref|NZ_AEKI01000023.1|:c25770-24805	gi|312874006|ref|NZ_AEKI01000023.1|:c25770-24805	1	535
gi|319430703|ref|NZ_GL622333.1|:c546567-545266	gi|319430703|ref|NZ_GL622333.1|:c546567-545266	1	535
gi|319430703|ref|NZ_GL622333.1|:c1025864-1025439	gi|319430703|ref|NZ_GL622333.1|:c1025864-1025439	1	535
gi|319430703|ref|NZ_GL622333.1|:276929-277939	gi|319430703|ref|NZ_GL622333.1|:276929-277939	1	535
gi|319430703|ref|NZ_GL622333.1|:369474-371225	gi|319430703|ref|NZ_GL622333.1|:369474-371225	1	535
gi|319430703|ref|NZ_GL622333.1|:389505-389924	gi|319430703|ref|NZ_GL622333.1|:389505-389924	1	535
gi|319430703|ref|NZ_GL622333.1|:c1026957-1026808	gi|319430703|ref|NZ_GL622333.1|:c1026957-1026808	1	535
LINAB1_0040|LINAB1_0040|deoxyadenosine	LINAB1_0040|LINAB1_0040|deoxyadenosine	1	535
LINAB1_0969|LINAB1_0969|lysyl-tRNA	LINAB1_0969|LINAB1_0969|lysyl-tRNA	1	535
LINAB1_0792|LINAB1_0792|response	LINAB1_0792|LINAB1_0792|response	1	535
gi|319430703|ref|NZ_GL622333.1|:480463-481746	gi|319430703|ref|NZ_GL622333.1|:480463-481746	1	535
gi|312873263|ref|NZ_AEKI01000003.1|:54803-55600	gi|312873263|ref|NZ_AEKI01000003.1|:54803-55600	1	535
gi|319430703|ref|NZ_GL622333.1|:c234253-232631	gi|319430703|ref|NZ_GL622333.1|:c234253-232631	1	535
gi|319430703|ref|NZ_GL622333.1|:336623-337834	gi|319430703|ref|NZ_GL622333.1|:336623-337834	1	535
gi|309808213|ref|NZ_AEHQ01000059.1|:c27903-26896	gi|309808213|ref|NZ_AEHQ01000059.1|:c27903-26896	1	535
gi|319430703|ref|NZ_GL622333.1|:c1062796-1062122	gi|319430703|ref|NZ_GL622333.1|:c1062796-1062122	1	535
gi|309803941|ref|NZ_AEHN01000017.1|:22618-23811	gi|309803941|ref|NZ_AEHN01000017.1|:22618-23811	1	535
gi|309806952|ref|NZ_AEHP01000054.1|:c59466-58237	gi|309806952|ref|NZ_AEHP01000054.1|:c59466-58237	1	535
gi|319430703|ref|NZ_GL622333.1|:484623-485417	gi|319430703|ref|NZ_GL622333.1|:484623-485417	1	535
gi|309803941|ref|NZ_AEHN01000017.1|:26503-27276	gi|309803941|ref|NZ_AEHN01000017.1|:26503-27276	1	535
gi|312873332|ref|NZ_AEKI01000005.1|:c18513-17638	gi|312873332|ref|NZ_AEKI01000005.1|:c18513-17638	1	535
gi|259048375|ref|NZ_GG700801.1|:56818-57792	gi|259048375|ref|NZ_GG700801.1|:56818-57792	1	535
gi|319430703|ref|NZ_GL622333.1|:495837-496556	gi|319430703|ref|NZ_GL622333.1|:495837-496556	1	535
gi|319430703|ref|NZ_GL622333.1|:c1093733-1093020	gi|319430703|ref|NZ_GL622333.1|:c1093733-1093020	1	535
gi|309808588|ref|NZ_AEHQ01000075.1|:4039-5406	gi|309808588|ref|NZ_AEHQ01000075.1|:4039-5406	1	535
gi|325912559|ref|NZ_AEXK01000009.1|:c164077-163178	gi|325912559|ref|NZ_AEXK01000009.1|:c164077-163178	1	535
gi|309808396|ref|NZ_AEHQ01000069.1|:c54053-53466	gi|309808396|ref|NZ_AEHQ01000069.1|:c54053-53466	1	535
LINAB1_0913|LINAB1_0913|thioredoxin	LINAB1_0913|LINAB1_0913|thioredoxin	1	535
gi|309806556|ref|NZ_AEHP01000036.1|:c826-29	gi|309806556|ref|NZ_AEHP01000036.1|:c826-29	1	535
gi|312871579|ref|NZ_AEKK01000017.1|:c73990-72548	gi|312871579|ref|NZ_AEKK01000017.1|:c73990-72548	1	535
gi|259048375|ref|NZ_GG700801.1|:c78890-77373	gi|259048375|ref|NZ_GG700801.1|:c78890-77373	1	535
LINAB1_0263|LINAB1_0263|two-component	LINAB1_0263|LINAB1_0263|two-component	1	535
gi|319430703|ref|NZ_GL622333.1|:c321555-320296	gi|319430703|ref|NZ_GL622333.1|:c321555-320296	1	535
gi|309807252|ref|NZ_AEHP01000065.1|:c4808-3405	gi|309807252|ref|NZ_AEHP01000065.1|:c4808-3405	1	535
gi|319430703|ref|NZ_GL622333.1|:c172250-169944	gi|319430703|ref|NZ_GL622333.1|:c172250-169944	1	535
gi|319430703|ref|NZ_GL622333.1|:1211653-1212357	gi|319430703|ref|NZ_GL622333.1|:1211653-1212357	1	535
gi|309805952|ref|NZ_AEHP01000009.1|:c10208-9489	gi|309805952|ref|NZ_AEHP01000009.1|:c10208-9489	1	535
gi|309807907|ref|NZ_AEHQ01000039.1|:c20520-19309	gi|309807907|ref|NZ_AEHQ01000039.1|:c20520-19309	1	535
gi|309807534|ref|NZ_AEHQ01000013.1|:14827-15687	gi|309807534|ref|NZ_AEHQ01000013.1|:14827-15687	1	535
gi|319430703|ref|NZ_GL622333.1|:296394-297683	gi|319430703|ref|NZ_GL622333.1|:296394-297683	1	535
gi|259048383|ref|NZ_GG700809.1|:53949-54668	gi|259048383|ref|NZ_GG700809.1|:53949-54668	1	535
gi|319430703|ref|NZ_GL622333.1|:385394-385909	gi|319430703|ref|NZ_GL622333.1|:385394-385909	1	535
gi|309808793|ref|NZ_AEHQ01000083.1|:c28339-27440	gi|309808793|ref|NZ_AEHQ01000083.1|:c28339-27440	1	535
