	Systematic.name	cluster	cluster.size
gi|319430703|ref|NZ_GL622333.1|:347764-348525	gi|319430703|ref|NZ_GL622333.1|:347764-348525	2	611
gi|309808715|ref|NZ_AEHQ01000081.1|:c3795-3193	gi|309808715|ref|NZ_AEHQ01000081.1|:c3795-3193	2	611
gi|309806952|ref|NZ_AEHP01000054.1|:c59466-58237	gi|309806952|ref|NZ_AEHP01000054.1|:c59466-58237	2	611
gi|319430703|ref|NZ_GL622333.1|:c721751-721431	gi|319430703|ref|NZ_GL622333.1|:c721751-721431	2	611
gi|319430703|ref|NZ_GL622333.1|:c880472-879747	gi|319430703|ref|NZ_GL622333.1|:c880472-879747	2	611
gi|309803941|ref|NZ_AEHN01000017.1|:26503-27276	gi|309803941|ref|NZ_AEHN01000017.1|:26503-27276	2	611
gi|319430703|ref|NZ_GL622333.1|:c84327-83590	gi|319430703|ref|NZ_GL622333.1|:c84327-83590	2	611
gi|309808396|ref|NZ_AEHQ01000069.1|:c45043-44261	gi|309808396|ref|NZ_AEHQ01000069.1|:c45043-44261	2	611
gi|312873668|ref|NZ_AEKI01000012.1|:14786-15499	gi|312873668|ref|NZ_AEKI01000012.1|:14786-15499	2	611
gi|309807678|ref|NZ_AEHQ01000029.1|:c11888-10779	gi|309807678|ref|NZ_AEHQ01000029.1|:c11888-10779	2	611
gi|325912559|ref|NZ_AEXK01000009.1|:c164077-163178	gi|325912559|ref|NZ_AEXK01000009.1|:c164077-163178	2	611
gi|309806613|ref|NZ_AEHP01000040.1|:c24765-23986	gi|309806613|ref|NZ_AEHP01000040.1|:c24765-23986	2	611
gi|312874716|ref|NZ_AEKH01000010.1|:c186500-185418	gi|312874716|ref|NZ_AEKH01000010.1|:c186500-185418	2	611
gi|309806106|ref|NZ_AEHP01000017.1|:c807-1	gi|309806106|ref|NZ_AEHP01000017.1|:c807-1	2	611
gi|312873823|ref|NZ_AEKI01000015.1|:c23517-22522	gi|312873823|ref|NZ_AEKI01000015.1|:c23517-22522	2	611
gi|309806556|ref|NZ_AEHP01000036.1|:c826-29	gi|309806556|ref|NZ_AEHP01000036.1|:c826-29	2	611
gi|319430703|ref|NZ_GL622333.1|:c1030332-1029889	gi|319430703|ref|NZ_GL622333.1|:c1030332-1029889	2	611
gi|319430703|ref|NZ_GL622333.1|:1162272-1162715	gi|319430703|ref|NZ_GL622333.1|:1162272-1162715	2	611
gi|309807534|ref|NZ_AEHQ01000013.1|:c9030-7480	gi|309807534|ref|NZ_AEHQ01000013.1|:c9030-7480	2	611
gi|309808262|ref|NZ_AEHQ01000061.1|:9169-10641	gi|309808262|ref|NZ_AEHQ01000061.1|:9169-10641	2	611
gi|319430703|ref|NZ_GL622333.1|:c27517-26933	gi|319430703|ref|NZ_GL622333.1|:c27517-26933	2	611
gi|309807777|ref|NZ_AEHQ01000036.1|:c34219-33059	gi|309807777|ref|NZ_AEHQ01000036.1|:c34219-33059	2	611
gi|309806613|ref|NZ_AEHP01000040.1|:c58373-57567	gi|309806613|ref|NZ_AEHP01000040.1|:c58373-57567	2	611
gi|309807520|ref|NZ_AEHQ01000012.1|:c7331-6706	gi|309807520|ref|NZ_AEHQ01000012.1|:c7331-6706	2	611
gi|319430703|ref|NZ_GL622333.1|:335611-336612	gi|319430703|ref|NZ_GL622333.1|:335611-336612	2	611
gi|319430703|ref|NZ_GL622333.1|:c540278-539937	gi|319430703|ref|NZ_GL622333.1|:c540278-539937	2	611
LINAB1_0426|LINAB1_0426|GTP	LINAB1_0426|LINAB1_0426|GTP	2	611
gi|309807252|ref|NZ_AEHP01000065.1|:c4808-3405	gi|309807252|ref|NZ_AEHP01000065.1|:c4808-3405	2	611
gi|309806244|ref|NZ_AEHP01000023.1|:c27980-27126	gi|309806244|ref|NZ_AEHP01000023.1|:c27980-27126	2	611
gi|319430703|ref|NZ_GL622333.1|:c625068-624244	gi|319430703|ref|NZ_GL622333.1|:c625068-624244	2	611
gi|319430703|ref|NZ_GL622333.1|:948877-949896	gi|319430703|ref|NZ_GL622333.1|:948877-949896	2	611
gi|319430703|ref|NZ_GL622333.1|:c91484-91008	gi|319430703|ref|NZ_GL622333.1|:c91484-91008	2	611
gi|309807395|ref|NZ_AEHQ01000005.1|:c19629-18463	gi|309807395|ref|NZ_AEHQ01000005.1|:c19629-18463	2	611
gi|309803802|ref|NZ_AEHN01000015.1|:c32422-31721	gi|309803802|ref|NZ_AEHN01000015.1|:c32422-31721	2	611
gi|309805686|ref|NZ_AEHO01000032.1|:c11185-9986	gi|309805686|ref|NZ_AEHO01000032.1|:c11185-9986	2	611
gi|319430703|ref|NZ_GL622333.1|:c763535-762942	gi|319430703|ref|NZ_GL622333.1|:c763535-762942	2	611
gi|309807534|ref|NZ_AEHQ01000013.1|:14827-15687	gi|309807534|ref|NZ_AEHQ01000013.1|:14827-15687	2	611
gi|309805287|ref|NZ_AEHO01000021.1|:c24270-23308	gi|309805287|ref|NZ_AEHO01000021.1|:c24270-23308	2	611
gi|309808323|ref|NZ_AEHQ01000065.1|:c23379-22627	gi|309808323|ref|NZ_AEHQ01000065.1|:c23379-22627	2	611
gi|319430703|ref|NZ_GL622333.1|:c643048-642704	gi|319430703|ref|NZ_GL622333.1|:c643048-642704	2	611
gi|309806556|ref|NZ_AEHP01000036.1|:c2307-1420	gi|309806556|ref|NZ_AEHP01000036.1|:c2307-1420	2	611
gi|319430703|ref|NZ_GL622333.1|:c152055-150832	gi|319430703|ref|NZ_GL622333.1|:c152055-150832	2	611
gi|309807876|ref|NZ_AEHQ01000037.1|:c22888-22112	gi|309807876|ref|NZ_AEHQ01000037.1|:c22888-22112	2	611
gi|309806048|ref|NZ_AEHP01000014.1|:c16687-15827	gi|309806048|ref|NZ_AEHP01000014.1|:c16687-15827	2	611
gi|319430703|ref|NZ_GL622333.1|:c268284-267331	gi|319430703|ref|NZ_GL622333.1|:c268284-267331	2	611
gi|319430703|ref|NZ_GL622333.1|:385394-385909	gi|319430703|ref|NZ_GL622333.1|:385394-385909	2	611
gi|259048385|ref|NZ_GG700811.1|:c206276-205602	gi|259048385|ref|NZ_GG700811.1|:c206276-205602	2	611
gi|309807534|ref|NZ_AEHQ01000013.1|:16226-17119	gi|309807534|ref|NZ_AEHQ01000013.1|:16226-17119	2	611
gi|309807876|ref|NZ_AEHQ01000037.1|:c12612-11254	gi|309807876|ref|NZ_AEHQ01000037.1|:c12612-11254	2	611
gi|312873919|ref|NZ_AEKI01000022.1|:c48124-46835	gi|312873919|ref|NZ_AEKI01000022.1|:c48124-46835	2	611
gi|319430703|ref|NZ_GL622333.1|:c156452-155538	gi|319430703|ref|NZ_GL622333.1|:c156452-155538	2	611
gi|309807777|ref|NZ_AEHQ01000036.1|:42904-44892	gi|309807777|ref|NZ_AEHQ01000036.1|:42904-44892	2	611
gi|319430703|ref|NZ_GL622333.1|:300638-301618	gi|319430703|ref|NZ_GL622333.1|:300638-301618	2	611
gi|319430703|ref|NZ_GL622333.1|:346872-347771	gi|319430703|ref|NZ_GL622333.1|:346872-347771	2	611
gi|319430703|ref|NZ_GL622333.1|:c1099821-1097872	gi|319430703|ref|NZ_GL622333.1|:c1099821-1097872	2	611
gi|319430703|ref|NZ_GL622333.1|:c612475-611138	gi|319430703|ref|NZ_GL622333.1|:c612475-611138	2	611
gi|309804024|ref|NZ_AEHN01000019.1|:77334-77849	gi|309804024|ref|NZ_AEHN01000019.1|:77334-77849	2	611
gi|309806766|ref|NZ_AEHP01000044.1|:c3397-2582	gi|309806766|ref|NZ_AEHP01000044.1|:c3397-2582	2	611
gi|309805163|ref|NZ_AEHO01000020.1|:c97286-96483	gi|309805163|ref|NZ_AEHO01000020.1|:c97286-96483	2	611
gi|312874006|ref|NZ_AEKI01000023.1|:c83940-82855	gi|312874006|ref|NZ_AEKI01000023.1|:c83940-82855	2	611
gi|319430703|ref|NZ_GL622333.1|:c700688-700221	gi|319430703|ref|NZ_GL622333.1|:c700688-700221	2	611
LINAB1_1054|LINAB1_1054|30S	LINAB1_1054|LINAB1_1054|30S	2	611
gi|319430703|ref|NZ_GL622333.1|:49003-49710	gi|319430703|ref|NZ_GL622333.1|:49003-49710	2	611
gi|319430703|ref|NZ_GL622333.1|:c702169-700766	gi|319430703|ref|NZ_GL622333.1|:c702169-700766	2	611
gi|312874322|ref|NZ_AEKI01000027.1|:c6358-5738	gi|312874322|ref|NZ_AEKI01000027.1|:c6358-5738	2	611
gi|319430703|ref|NZ_GL622333.1|:c1026557-1026006	gi|319430703|ref|NZ_GL622333.1|:c1026557-1026006	2	611
gi|319430703|ref|NZ_GL622333.1|:49712-50347	gi|319430703|ref|NZ_GL622333.1|:49712-50347	2	611
gi|309808262|ref|NZ_AEHQ01000061.1|:19769-20731	gi|309808262|ref|NZ_AEHQ01000061.1|:19769-20731	2	611
gi|319430703|ref|NZ_GL622333.1|:340488-341177	gi|319430703|ref|NZ_GL622333.1|:340488-341177	2	611
gi|309806380|ref|NZ_AEHP01000024.1|:c4423-3590	gi|309806380|ref|NZ_AEHP01000024.1|:c4423-3590	2	611
gi|319430703|ref|NZ_GL622333.1|:c1062119-1061682	gi|319430703|ref|NZ_GL622333.1|:c1062119-1061682	2	611
gi|319430703|ref|NZ_GL622333.1|:490503-492272	gi|319430703|ref|NZ_GL622333.1|:490503-492272	2	611
gi|319430703|ref|NZ_GL622333.1|:c1023862-1023500	gi|319430703|ref|NZ_GL622333.1|:c1023862-1023500	2	611
gi|319430703|ref|NZ_GL622333.1|:c536223-535747	gi|319430703|ref|NZ_GL622333.1|:c536223-535747	2	611
gi|319430703|ref|NZ_GL622333.1|:840800-841105	gi|319430703|ref|NZ_GL622333.1|:840800-841105	2	611
gi|319430703|ref|NZ_GL622333.1|:382022-382240	gi|319430703|ref|NZ_GL622333.1|:382022-382240	2	611
gi|309809888|ref|NZ_AEHR01000027.1|:c57253-56531	gi|309809888|ref|NZ_AEHR01000027.1|:c57253-56531	2	611
gi|319430703|ref|NZ_GL622333.1|:c234253-232631	gi|319430703|ref|NZ_GL622333.1|:c234253-232631	2	611
gi|309803941|ref|NZ_AEHN01000017.1|:22618-23811	gi|309803941|ref|NZ_AEHN01000017.1|:22618-23811	2	611
gi|319430703|ref|NZ_GL622333.1|:471047-472375	gi|319430703|ref|NZ_GL622333.1|:471047-472375	2	611
gi|319430703|ref|NZ_GL622333.1|:c642694-641534	gi|319430703|ref|NZ_GL622333.1|:c642694-641534	2	611
gi|325912042|ref|NZ_AEXJ01000016.1|:c69412-68972	gi|325912042|ref|NZ_AEXJ01000016.1|:c69412-68972	2	611
gi|309808793|ref|NZ_AEHQ01000083.1|:c22778-21876	gi|309808793|ref|NZ_AEHQ01000083.1|:c22778-21876	2	611
gi|312873668|ref|NZ_AEKI01000012.1|:19796-20608	gi|312873668|ref|NZ_AEKI01000012.1|:19796-20608	2	611
gi|319430703|ref|NZ_GL622333.1|:c994893-994651	gi|319430703|ref|NZ_GL622333.1|:c994893-994651	2	611
gi|309808396|ref|NZ_AEHQ01000069.1|:c58108-57743	gi|309808396|ref|NZ_AEHQ01000069.1|:c58108-57743	2	611
gi|319430703|ref|NZ_GL622333.1|:296394-297683	gi|319430703|ref|NZ_GL622333.1|:296394-297683	2	611
gi|116628683|ref|NC_008530.1|:c1893819-1893451	gi|116628683|ref|NC_008530.1|:c1893819-1893451	1	1008
gi|385824947|ref|NC_017477.1|:c1314648-1313932	gi|385824947|ref|NC_017477.1|:c1314648-1313932	1	1008
gi|116628683|ref|NC_008530.1|:340496-340855	gi|116628683|ref|NC_008530.1|:340496-340855	1	1008
gi|116628683|ref|NC_008530.1|:336486-337154	gi|116628683|ref|NC_008530.1|:336486-337154	1	1008
gi|116628683|ref|NC_008530.1|:394945-395670	gi|116628683|ref|NC_008530.1|:394945-395670	1	1008
gi|282850779|ref|NZ_ADFT01000002.1|:c33870-31615	gi|282850779|ref|NZ_ADFT01000002.1|:c33870-31615	1	1008
gi|116628683|ref|NC_008530.1|:c1888923-1887115	gi|116628683|ref|NC_008530.1|:c1888923-1887115	1	1008
gi|238853360|ref|NZ_ACOZ01000035.1|:13892-16630	gi|238853360|ref|NZ_ACOZ01000035.1|:13892-16630	1	1008
gi|116628683|ref|NC_008530.1|:9021-9317	gi|116628683|ref|NC_008530.1|:9021-9317	1	1008
gi|311110042|ref|NZ_GL531761.1|:2613-3440	gi|311110042|ref|NZ_GL531761.1|:2613-3440	1	1008
gi|116628683|ref|NC_008530.1|:c1295789-1293450	gi|116628683|ref|NC_008530.1|:c1295789-1293450	1	1008
gi|116628683|ref|NC_008530.1|:343365-344018	gi|116628683|ref|NC_008530.1|:343365-344018	1	1008
gi|238852803|ref|NZ_ACOZ01000009.1|:54146-56416	gi|238852803|ref|NZ_ACOZ01000009.1|:54146-56416	1	1008
gi|116628683|ref|NC_008530.1|:344850-345239	gi|116628683|ref|NC_008530.1|:344850-345239	1	1008
gi|116628683|ref|NC_008530.1|:c1236606-1235617	gi|116628683|ref|NC_008530.1|:c1236606-1235617	1	1008
gi|116628683|ref|NC_008530.1|:394372-394914	gi|116628683|ref|NC_008530.1|:394372-394914	1	1008
gi|116628683|ref|NC_008530.1|:350171-350647	gi|116628683|ref|NC_008530.1|:350171-350647	1	1008
gi|116628683|ref|NC_008530.1|:c1124709-1123957	gi|116628683|ref|NC_008530.1|:c1124709-1123957	1	1008
gi|238853128|ref|NZ_ACOZ01000025.1|:9739-10857	gi|238853128|ref|NZ_ACOZ01000025.1|:9739-10857	1	1008
gi|282852799|ref|NZ_ADFT01000035.1|:c102974-101871	gi|282852799|ref|NZ_ADFT01000035.1|:c102974-101871	1	1008
gi|116628683|ref|NC_008530.1|:251271-251933	gi|116628683|ref|NC_008530.1|:251271-251933	1	1008
gi|116628683|ref|NC_008530.1|:316838-318352	gi|116628683|ref|NC_008530.1|:316838-318352	1	1008
gi|116628683|ref|NC_008530.1|:383500-384072	gi|116628683|ref|NC_008530.1|:383500-384072	1	1008
gi|282850779|ref|NZ_ADFT01000002.1|:c40876-36707	gi|282850779|ref|NZ_ADFT01000002.1|:c40876-36707	1	1008
gi|116628683|ref|NC_008530.1|:9351-9869	gi|116628683|ref|NC_008530.1|:9351-9869	1	1008
gi|238852928|ref|NZ_ACOZ01000014.1|:5041-6264	gi|238852928|ref|NZ_ACOZ01000014.1|:5041-6264	1	1008
gi|116628683|ref|NC_008530.1|:330172-330642	gi|116628683|ref|NC_008530.1|:330172-330642	1	1008
gi|282851176|ref|NZ_ADFT01000011.1|:344390-345274	gi|282851176|ref|NZ_ADFT01000011.1|:344390-345274	1	1008
gi|311110042|ref|NZ_GL531761.1|:649824-650732	gi|311110042|ref|NZ_GL531761.1|:649824-650732	1	1008
gi|116628683|ref|NC_008530.1|:787194-788891	gi|116628683|ref|NC_008530.1|:787194-788891	1	1008
gi|238853862|ref|NZ_ACOZ01000050.1|:9271-14702	gi|238853862|ref|NZ_ACOZ01000050.1|:9271-14702	1	1008
gi|116628683|ref|NC_008530.1|:c1211946-1211515	gi|116628683|ref|NC_008530.1|:c1211946-1211515	1	1008
gi|311110042|ref|NZ_GL531761.1|:1874771-1876024	gi|311110042|ref|NZ_GL531761.1|:1874771-1876024	1	1008
gi|116628683|ref|NC_008530.1|:c1403296-1402778	gi|116628683|ref|NC_008530.1|:c1403296-1402778	1	1008
gi|282852313|ref|NZ_ADFT01000034.1|:416716-417621	gi|282852313|ref|NZ_ADFT01000034.1|:416716-417621	1	1008
gi|116628683|ref|NC_008530.1|:339514-339912	gi|116628683|ref|NC_008530.1|:339514-339912	1	1008
gi|116628683|ref|NC_008530.1|:339937-340467	gi|116628683|ref|NC_008530.1|:339937-340467	1	1008
gi|311110042|ref|NZ_GL531761.1|:c1436557-1435292	gi|311110042|ref|NZ_GL531761.1|:c1436557-1435292	1	1008
gi|116628683|ref|NC_008530.1|:334636-334932	gi|116628683|ref|NC_008530.1|:334636-334932	1	1008
gi|116628683|ref|NC_008530.1|:334019-334636	gi|116628683|ref|NC_008530.1|:334019-334636	1	1008
gi|308513210|ref|NC_013895.2|:1422841-1423029	gi|308513210|ref|NC_013895.2|:1422841-1423029	2	611
gi|295691862|ref|NC_014106.1|:c1908913-1907807	gi|295691862|ref|NC_014106.1|:c1908913-1907807	1	1008
gi|159162017|ref|NC_006814.3|:c1529827-1529375	gi|159162017|ref|NC_006814.3|:c1529827-1529375	1	1008
gi|295691862|ref|NC_014106.1|:368263-370068	gi|295691862|ref|NC_014106.1|:368263-370068	1	1008
gi|295691862|ref|NC_014106.1|:274537-276156	gi|295691862|ref|NC_014106.1|:274537-276156	1	1008
gi|295691862|ref|NC_014106.1|:1060264-1061661	gi|295691862|ref|NC_014106.1|:1060264-1061661	1	1008
gi|295691862|ref|NC_014106.1|:1182572-1183654	gi|295691862|ref|NC_014106.1|:1182572-1183654	1	1008
gi|295691862|ref|NC_014106.1|:1012431-1015538	gi|295691862|ref|NC_014106.1|:1012431-1015538	1	1008
gi|298252520|ref|NZ_ADAN01000003.1|:c367622-366765	gi|298252520|ref|NZ_ADAN01000003.1|:c367622-366765	3	175
gi|283782520|ref|NC_013721.1|:295830-296207	gi|283782520|ref|NC_013721.1|:295830-296207	3	175
gi|283782520|ref|NC_013721.1|:124132-125673	gi|283782520|ref|NC_013721.1|:124132-125673	3	175
gi|283782520|ref|NC_013721.1|:665414-666853	gi|283782520|ref|NC_013721.1|:665414-666853	3	175
gi|283782520|ref|NC_013721.1|:1027883-1029982	gi|283782520|ref|NC_013721.1|:1027883-1029982	3	175
gi|298252520|ref|NZ_ADAN01000003.1|:188887-189657	gi|298252520|ref|NZ_ADAN01000003.1|:188887-189657	3	175
gi|311113888|ref|NC_014644.1|:c1487038-1486571	gi|311113888|ref|NC_014644.1|:c1487038-1486571	3	175
gi|283782520|ref|NC_013721.1|:c1262413-1262042	gi|283782520|ref|NC_013721.1|:c1262413-1262042	3	175
gi|298252520|ref|NZ_ADAN01000003.1|:56237-57994	gi|298252520|ref|NZ_ADAN01000003.1|:56237-57994	3	175
gi|283782520|ref|NC_013721.1|:253283-253804	gi|283782520|ref|NC_013721.1|:253283-253804	3	175
gi|298252964|ref|NZ_ADAN01000005.1|:54779-57151	gi|298252964|ref|NZ_ADAN01000005.1|:54779-57151	3	175
gi|283782520|ref|NC_013721.1|:337362-337610	gi|283782520|ref|NC_013721.1|:337362-337610	3	175
gi|298252520|ref|NZ_ADAN01000003.1|:c480805-477380	gi|298252520|ref|NZ_ADAN01000003.1|:c480805-477380	3	175
gi|308213221|ref|NZ_ADNB01000096.1|:c1157-1	gi|308213221|ref|NZ_ADNB01000096.1|:c1157-1	3	175
gi|283782520|ref|NC_013721.1|:c1053022-1052459	gi|283782520|ref|NC_013721.1|:c1053022-1052459	3	175
gi|283782520|ref|NC_013721.1|:369067-370761	gi|283782520|ref|NC_013721.1|:369067-370761	3	175
gi|283782520|ref|NC_013721.1|:c94367-93729	gi|283782520|ref|NC_013721.1|:c94367-93729	3	175
gi|415723029|ref|NZ_ADEU01000005.1|:9232-11214	gi|415723029|ref|NZ_ADEU01000005.1|:9232-11214	3	175
gi|385800986|ref|NC_017456.1|:741173-741472	gi|385800986|ref|NC_017456.1|:741173-741472	3	175
gi|415726671|ref|NZ_ADEV01000008.1|:c5883-4384	gi|415726671|ref|NZ_ADEV01000008.1|:c5883-4384	3	175
gi|309804541|ref|NZ_AEHO01000007.1|:c190547-189009	gi|309804541|ref|NZ_AEHO01000007.1|:c190547-189009	2	611
gi|319430703|ref|NZ_GL622333.1|:c757116-755605	gi|319430703|ref|NZ_GL622333.1|:c757116-755605	2	611
gi|319430703|ref|NZ_GL622333.1|:c1061189-1060821	gi|319430703|ref|NZ_GL622333.1|:c1061189-1060821	2	611
gi|259048379|ref|NZ_GG700805.1|:283485-287123	gi|259048379|ref|NZ_GG700805.1|:283485-287123	2	611
gi|319430703|ref|NZ_GL622333.1|:c625576-625085	gi|319430703|ref|NZ_GL622333.1|:c625576-625085	2	611
gi|319430703|ref|NZ_GL622333.1|:366143-367111	gi|319430703|ref|NZ_GL622333.1|:366143-367111	2	611
gi|312873919|ref|NZ_AEKI01000022.1|:c14546-13353	gi|312873919|ref|NZ_AEKI01000022.1|:c14546-13353	2	611
gi|319430703|ref|NZ_GL622333.1|:c220493-218403	gi|319430703|ref|NZ_GL622333.1|:c220493-218403	2	611
gi|325913512|ref|NZ_AEXK01000027.1|:c57388-56633	gi|325913512|ref|NZ_AEXK01000027.1|:c57388-56633	2	611
gi|319430703|ref|NZ_GL622333.1|:1161275-1162288	gi|319430703|ref|NZ_GL622333.1|:1161275-1162288	2	611
gi|309804198|ref|NZ_AEHN01000023.1|:c31894-31139	gi|309804198|ref|NZ_AEHN01000023.1|:c31894-31139	2	611
gi|295691862|ref|NC_014106.1|:319413-319697	gi|295691862|ref|NC_014106.1|:319413-319697	1	1008
gi|295691862|ref|NC_014106.1|:437443-438486	gi|295691862|ref|NC_014106.1|:437443-438486	1	1008
gi|238694420|ref|NZ_GG669823.1|:17142-17933	gi|238694420|ref|NZ_GG669823.1|:17142-17933	1	1008
gi|313151002|ref|NZ_GL379584.1|:c1788-961	gi|313151002|ref|NZ_GL379584.1|:c1788-961	1	1008
gi|312977560|ref|NZ_GL531738.1|:c9227-7748	gi|312977560|ref|NZ_GL531738.1|:c9227-7748	1	1008
gi|238694420|ref|NZ_GG669823.1|:28359-28763	gi|238694420|ref|NZ_GG669823.1|:28359-28763	1	1008
gi|159162017|ref|NC_006814.3|:756451-757164	gi|159162017|ref|NC_006814.3|:756451-757164	1	1008
gi|159162017|ref|NC_006814.3|:295692-296060	gi|159162017|ref|NC_006814.3|:295692-296060	1	1008
gi|159162017|ref|NC_006814.3|:299181-299621	gi|159162017|ref|NC_006814.3|:299181-299621	1	1008
gi|238694412|ref|NZ_GG669815.1|:77469-78197	gi|238694412|ref|NZ_GG669815.1|:77469-78197	1	1008
gi|295691862|ref|NC_014106.1|:832988-834331	gi|295691862|ref|NC_014106.1|:832988-834331	1	1008
gi|295691862|ref|NC_014106.1|:c474314-472656	gi|295691862|ref|NC_014106.1|:c474314-472656	1	1008
gi|295691862|ref|NC_014106.1|:c1290326-1289301	gi|295691862|ref|NC_014106.1|:c1290326-1289301	1	1008
gi|295691862|ref|NC_014106.1|:233620-234594	gi|295691862|ref|NC_014106.1|:233620-234594	1	1008
gi|295691862|ref|NC_014106.1|:694043-696883	gi|295691862|ref|NC_014106.1|:694043-696883	1	1008
gi|256844762|ref|NZ_GG698766.1|:c2426-2001	gi|256844762|ref|NZ_GG698766.1|:c2426-2001	1	1008
gi|295691862|ref|NC_014106.1|:c52023-51010	gi|295691862|ref|NC_014106.1|:c52023-51010	1	1008
gi|295691862|ref|NC_014106.1|:c1473050-1472892	gi|295691862|ref|NC_014106.1|:c1473050-1472892	1	1008
gi|256842701|ref|NZ_GG698760.1|:304365-305603	gi|256842701|ref|NZ_GG698760.1|:304365-305603	1	1008
gi|295691862|ref|NC_014106.1|:c1326006-1324990	gi|295691862|ref|NC_014106.1|:c1326006-1324990	1	1008
gi|159162017|ref|NC_006814.3|:9822-10058	gi|159162017|ref|NC_006814.3|:9822-10058	1	1008
gi|295691862|ref|NC_014106.1|:c1307977-1306547	gi|295691862|ref|NC_014106.1|:c1307977-1306547	1	1008
gi|335049607|ref|NZ_AFIJ01000032.1|:c32214-30184	gi|335049607|ref|NZ_AFIJ01000032.1|:c32214-30184	5	349
gi|335049134|ref|NZ_AFIJ01000011.1|:c17260-15731	gi|335049134|ref|NZ_AFIJ01000011.1|:c17260-15731	5	349
gi|335049497|ref|NZ_AFIJ01000029.1|:c6454-5888	gi|335049497|ref|NZ_AFIJ01000029.1|:c6454-5888	5	349
gi|335049861|ref|NZ_AFIJ01000036.1|:26270-28192	gi|335049861|ref|NZ_AFIJ01000036.1|:26270-28192	5	349
gi|335049198|ref|NZ_AFIJ01000017.1|:c1957-758	gi|335049198|ref|NZ_AFIJ01000017.1|:c1957-758	5	349
gi|335048796|ref|NZ_AFIJ01000006.1|:c22395-21619	gi|335048796|ref|NZ_AFIJ01000006.1|:c22395-21619	5	349
gi|335049607|ref|NZ_AFIJ01000032.1|:c86975-84975	gi|335049607|ref|NZ_AFIJ01000032.1|:c86975-84975	5	349
gi|335049720|ref|NZ_AFIJ01000033.1|:c63984-62791	gi|335049720|ref|NZ_AFIJ01000033.1|:c63984-62791	5	349
gi|335050013|ref|NZ_AFIJ01000039.1|:c15116-14466	gi|335050013|ref|NZ_AFIJ01000039.1|:c15116-14466	5	349
gi|335049198|ref|NZ_AFIJ01000017.1|:c724-35	gi|335049198|ref|NZ_AFIJ01000017.1|:c724-35	5	349
gi|335050013|ref|NZ_AFIJ01000039.1|:c38636-34920	gi|335050013|ref|NZ_AFIJ01000039.1|:c38636-34920	5	349
gi|335049607|ref|NZ_AFIJ01000032.1|:c21177-19759	gi|335049607|ref|NZ_AFIJ01000032.1|:c21177-19759	5	349
gi|335048960|ref|NZ_AFIJ01000008.1|:116500-116946	gi|335048960|ref|NZ_AFIJ01000008.1|:116500-116946	5	349
gi|335049285|ref|NZ_AFIJ01000020.1|:c52712-51588	gi|335049285|ref|NZ_AFIJ01000020.1|:c52712-51588	5	349
gi|335049497|ref|NZ_AFIJ01000029.1|:c25794-24868	gi|335049497|ref|NZ_AFIJ01000029.1|:c25794-24868	5	349
gi|335049134|ref|NZ_AFIJ01000011.1|:c4690-3569	gi|335049134|ref|NZ_AFIJ01000011.1|:c4690-3569	5	349
gi|335048698|ref|NZ_AFIJ01000004.1|:76059-77501	gi|335048698|ref|NZ_AFIJ01000004.1|:76059-77501	5	349
gi|335049285|ref|NZ_AFIJ01000020.1|:c55097-54060	gi|335049285|ref|NZ_AFIJ01000020.1|:c55097-54060	5	349
gi|335048960|ref|NZ_AFIJ01000008.1|:39036-39335	gi|335048960|ref|NZ_AFIJ01000008.1|:39036-39335	5	349
gi|335048960|ref|NZ_AFIJ01000008.1|:15817-16656	gi|335048960|ref|NZ_AFIJ01000008.1|:15817-16656	5	349
gi|335050181|ref|NZ_AFIJ01000045.1|:c93639-93178	gi|335050181|ref|NZ_AFIJ01000045.1|:c93639-93178	5	349
gi|335050013|ref|NZ_AFIJ01000039.1|:c43531-42293	gi|335050013|ref|NZ_AFIJ01000039.1|:c43531-42293	5	349
gi|335050181|ref|NZ_AFIJ01000045.1|:c59198-58863	gi|335050181|ref|NZ_AFIJ01000045.1|:c59198-58863	5	349
gi|335049802|ref|NZ_AFIJ01000035.1|:c12961-9914	gi|335049802|ref|NZ_AFIJ01000035.1|:c12961-9914	5	349
gi|335049270|ref|NZ_AFIJ01000019.1|:1768-2451	gi|335049270|ref|NZ_AFIJ01000019.1|:1768-2451	5	349
gi|290969133|ref|NZ_ADGP01000033.1|:1-1561	gi|290969133|ref|NZ_ADGP01000033.1|:1-1561	5	349
gi|335048827|ref|NZ_AFIJ01000007.1|:c48081-47347	gi|335048827|ref|NZ_AFIJ01000007.1|:c48081-47347	5	349
gi|335050181|ref|NZ_AFIJ01000045.1|:c85238-82950	gi|335050181|ref|NZ_AFIJ01000045.1|:c85238-82950	5	349
gi|335049497|ref|NZ_AFIJ01000029.1|:c32945-31713	gi|335049497|ref|NZ_AFIJ01000029.1|:c32945-31713	5	349
gi|335049497|ref|NZ_AFIJ01000029.1|:c34903-33578	gi|335049497|ref|NZ_AFIJ01000029.1|:c34903-33578	5	349
gi|335048698|ref|NZ_AFIJ01000004.1|:52715-54520	gi|335048698|ref|NZ_AFIJ01000004.1|:52715-54520	5	349
gi|335049497|ref|NZ_AFIJ01000029.1|:c16635-15202	gi|335049497|ref|NZ_AFIJ01000029.1|:c16635-15202	5	349
